order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,6/13/2017 21:11,6/15/2017 3:05,6/16/2017 14:55,6/19/2017 18:51,7/6/2017 0:00
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,11/30/2017 22:02,12/2/2017 2:51,12/4/2017 22:07,12/5/2017 20:28,12/18/2017 0:00
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,8/5/2018 13:09,8/5/2018 13:24,8/6/2018 13:41,8/10/2018 18:35,8/15/2018 0:00
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,11/15/2017 11:31,11/15/2017 11:46,11/16/2017 22:03,11/22/2017 22:41,12/5/2017 0:00
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,2/19/2018 20:31,2/21/2018 6:15,2/22/2018 21:04,3/9/2018 22:22,3/13/2018 0:00
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,4/22/2018 8:48,4/24/2018 18:25,4/23/2018 19:19,4/24/2018 19:31,5/15/2018 0:00
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,1/7/2018 21:44,1/7/2018 21:51,1/10/2018 21:56,1/17/2018 20:26,2/14/2018 0:00
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,2/10/2018 13:26,2/10/2018 13:35,2/14/2018 20:47,2/20/2018 22:13,3/12/2018 0:00
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,6/18/2018 16:02,6/18/2018 17:00,6/19/2018 15:55,6/22/2018 21:18,7/13/2018 0:00
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,delivered,6/13/2018 13:47,6/15/2018 2:37,6/15/2018 14:22,6/18/2018 22:32,6/26/2018 0:00
fdf128b3630c21adc9ca4fb8a51b68ec,a9d37ddc8ba4d9f6dbac7d8ec378cc95,delivered,7/15/2018 8:33,7/16/2018 14:31,7/17/2018 15:33,7/24/2018 16:41,8/2/2018 0:00
a6aeb116d2cb5013eb8a94585b71ffef,bb2f5e670f7155dc622c57e4b31d0a69,delivered,9/13/2017 14:27,9/13/2017 14:44,9/15/2017 18:42,9/16/2017 15:40,9/25/2017 0:00
fa516182d28f96f5f5c651026b0749ee,55e6b290205c84ddd23ddf5eb134efd4,delivered,4/13/2018 8:44,4/13/2018 13:30,4/13/2018 22:19,4/19/2018 20:41,5/8/2018 0:00
6abaad69b8b349c3a529b4b91ce18e46,f5618502bee8eafdee72fb6955e2ebdf,delivered,2/15/2018 10:33,2/15/2018 10:47,2/20/2018 14:15,2/24/2018 19:15,3/7/2018 0:00
974c1993ab8024d3ed16229183c2308d,a90391a47de936d56c66a5366cba1462,delivered,2/20/2017 11:45,2/22/2017 3:10,2/23/2017 6:47,3/9/2017 14:27,3/21/2017 0:00
82bce245b1c9148f8d19a55b9ff70644,388025bec8128ff20ec1a316ed4dcf02,delivered,4/20/2017 17:15,4/21/2017 5:15,4/24/2017 9:34,5/10/2017 9:17,5/12/2017 0:00
a910f58086d58b3ae6f37aa712d377b9,afb19a4b667cb708caab312757ec3d3f,delivered,9/15/2017 9:19,9/15/2017 9:35,9/18/2017 18:20,9/25/2017 20:14,10/11/2017 0:00
bd4bd0194d6d29f83b8557d4b89b572a,636e15840ab051faa13d3f781b6e4233,delivered,7/28/2018 16:52,7/31/2018 3:50,8/1/2018 16:01,8/6/2018 18:44,8/8/2018 0:00
634e8f4c0f6744a626f77f39770ac6aa,05e996469a2bf9559c7122b87e156724,delivered,8/9/2017 18:32,8/9/2017 18:45,8/10/2017 20:21,8/16/2017 18:17,8/31/2017 0:00
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,delivered,8/26/2018 22:04,8/28/2018 4:10,8/28/2018 12:56,8/29/2018 12:40,8/30/2018 0:00
b8801cccd8068de30112e4f49903d74a,f26a435864aebedff7f7c84f82ee229f,delivered,7/30/2017 3:06,7/30/2017 3:25,7/31/2017 16:42,8/1/2017 14:27,8/16/2017 0:00
2711a938db643b3f0b62ee2c8a2784aa,29cb486c739f9774c8eb542e07b56cd2,delivered,12/22/2017 0:17,12/23/2017 2:15,12/27/2017 19:54,1/9/2018 19:52,1/19/2018 0:00
3bc77ce8be27211bac313c2daa402d1a,bf141bf67fbe428d558bcf0e018eab60,delivered,4/6/2017 22:39,4/6/2017 22:50,4/7/2017 14:54,4/11/2017 12:31,4/27/2017 0:00
10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,delivered,5/9/2017 20:48,5/9/2017 21:02,5/10/2017 11:22,5/18/2017 13:22,6/1/2017 0:00
0a4a2fccb27bd83a892fa503987a595b,6772a0a230a2667d16c3620f000e1348,delivered,4/20/2017 20:42,4/20/2017 20:55,4/25/2017 8:23,5/11/2017 13:07,5/25/2017 0:00
e4de6d53ecff736bc68804b0b6e9f635,9f6618c17568ac301465fe7ad056c674,delivered,10/16/2017 14:56,10/17/2017 3:49,10/27/2017 22:14,11/8/2017 21:25,11/21/2017 0:00
6b860b35691d486e45dc98e3514ec5f6,fee181bf648906d1c57f84f216976286,delivered,12/8/2017 9:42,12/9/2017 2:49,12/11/2017 15:19,12/19/2017 18:43,1/3/2018 0:00
ec341c54a5ebf8ee0a67a8632aa7579b,df9b032b2ad0fd6bf37dfb48e5f83845,delivered,8/26/2017 16:53,8/27/2017 17:04,8/30/2017 13:26,9/8/2017 20:39,9/21/2017 0:00
cadbb3657dac2dbbd5b84b12e7b78aad,93ada7a24817edda9f4ab998fa823d16,delivered,2/27/2018 12:55,3/1/2018 2:48,3/3/2018 2:27,3/16/2018 14:59,3/29/2018 0:00
9defaf92cff22420e4e8ef7784815a55,64fb950e760ec8b0db79154a1fa9c1bf,delivered,5/11/2018 13:10,5/11/2018 13:36,5/16/2018 14:43,5/21/2018 16:09,6/5/2018 0:00
20e0101b20700188cadb288126949685,48558a50a7ba1aab61891936d2ca7681,delivered,1/22/2018 19:22,1/22/2018 19:36,1/24/2018 23:32,2/15/2018 20:08,2/19/2018 0:00
0e782c3705510e717d28907746cbda82,3a897024068ed42a183de61d5727d866,delivered,5/1/2018 8:12,5/1/2018 8:52,5/2/2018 19:01,5/4/2018 14:02,5/16/2018 0:00
d3d6788577c9592da441752e8a1dd5e3,8628fac2267e8c8804525da99c10ed0e,delivered,9/19/2017 22:17,9/20/2017 7:55,9/22/2017 17:23,10/10/2017 18:43,10/13/2017 0:00
86f21bf63784876b9fd6d35f46581d72,332df68ccac2f2f7d9e11299188f8bce,delivered,4/11/2018 22:32,4/11/2018 22:49,4/14/2018 0:02,4/27/2018 23:14,5/21/2018 0:00
8447ff843b2616c50c0ced28ab1dae03,e28dd4261bed9c7ba89ecaf411b88f7c,delivered,12/20/2017 23:45,12/22/2017 2:37,12/23/2017 13:10,1/9/2018 18:14,1/22/2018 0:00
f169bd689fb8b32ccd62df9050aebc0b,82f0b75bb50fcb30711e5277e36b3983,delivered,4/22/2018 23:23,4/24/2018 19:24,4/27/2018 13:46,4/30/2018 17:57,5/7/2018 0:00
77e9941864fc840be8e4b1ba5347c0f7,3135962ee745ef39b85576df7ddbaa99,delivered,8/3/2018 8:59,8/3/2018 9:31,8/3/2018 10:10,8/17/2018 0:49,8/27/2018 0:00
41bb5cee06dbf170878a9ef93ac7e7f5,1833a0540067becaf59368fe4cd4303a,delivered,5/14/2018 8:35,5/14/2018 8:52,5/16/2018 14:46,5/18/2018 14:48,6/8/2018 0:00
6a0a8bfbbe700284feb0845d95e0867f,68451b39b1314302c08c65a29f1140fc,delivered,11/22/2017 11:32,11/22/2017 11:46,11/27/2017 13:39,12/28/2017 19:43,12/11/2017 0:00
f7959f8385f34c4f645327465a1c9fc4,0bf19317b1830a69e55b40710576aa7a,delivered,3/30/2017 7:50,3/30/2017 8:05,3/30/2017 10:55,4/10/2017 2:59,4/26/2017 0:00
23f553848a03aaab35bb3f9f87725125,c622b892a190735ef81c0087973fa16d,delivered,6/5/2018 9:10,6/5/2018 9:32,6/6/2018 15:37,6/18/2018 12:36,7/23/2018 0:00
